Country,Employment,ConvertedComp,EdLevel,YearsCodePro
United States,Employed full-time,97500.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
United Kingdom,Employed full-time,49119.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Poland,Employed full-time,30372.0,Some college/university study without earning a degree,4
United Kingdom,"Independent contractor, freelancer, or self-employed",16150.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
Spain,Employed full-time,23782.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United Kingdom,Employed full-time,542892.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Philippines,Employed full-time,17775.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,49500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,156000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
United States,Employed full-time,2000000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25
Spain,Employed full-time,35672.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Colombia,Employed full-time,9540.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United States,Employed full-time,85000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United Kingdom,Employed full-time,59459.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Panama,Employed full-time,11340.0,Some college/university study without earning a degree,1
United States,Employed full-time,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21
United States,Employed full-time,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Italy,Employed full-time,19452.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4
United States,Employed full-time,380000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16
Switzerland,"Independent contractor, freelancer, or self-employed",1980.0,"Associate degree (A.A., A.S., etc.)",6
United States,Employed full-time,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,110000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Spain,Employed full-time,75669.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35
United States,Employed full-time,82000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Italy,Employed full-time,23352.0,Some college/university study without earning a degree,10
Canada,Employed full-time,94539.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United Kingdom,Employed full-time,43367.0,Some college/university study without earning a degree,5
United States,Employed full-time,137000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,120000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10
Argentina,Employed full-time,23352.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,125000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
Canada,Employed full-time,86976.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Sweden,Employed full-time,68724.0,Primary/elementary school,18
Canada,Employed full-time,77900.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,67800.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Sweden,Employed full-time,55224.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",2
Canada,Employed full-time,52942.0,Some college/university study without earning a degree,30
Ireland,Employed full-time,37834.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
United States,Employed full-time,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Netherlands,Employed full-time,129720.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33
Guyana,Employed full-time,12660.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United Kingdom,"Independent contractor, freelancer, or self-employed",64630.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22
Ukraine,"Independent contractor, freelancer, or self-employed",29364.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Finland,Employed full-time,64860.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30
United Kingdom,Employed full-time,109871.0,Some college/university study without earning a degree,9
Canada,Employed full-time,60505.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22
Germany,Employed full-time,58368.0,Some college/university study without earning a degree,12
United States,Employed full-time,1080000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,115000.0,"Associate degree (A.A., A.S., etc.)",16
Brazil,Employed full-time,27492.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Switzerland,Employed full-time,87418.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United States,Employed full-time,120000.0,Some college/university study without earning a degree,27
United States,Employed full-time,105000.0,Some college/university study without earning a degree,20
Turkey,Employed full-time,24655.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Czech Republic,Employed full-time,86606.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,2000000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,135000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
United States,Employed full-time,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
United States,Employed full-time,108000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
Netherlands,Employed full-time,35880.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,174350.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22
United Kingdom,Employed full-time,60752.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Belgium,Employed full-time,51888.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
Canada,Employed full-time,1000000.0,"Associate degree (A.A., A.S., etc.)",6
United States,Employed full-time,75000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
France,Employed full-time,70264.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Chile,Employed full-time,45156.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
United States,Employed full-time,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24
United Kingdom,Employed full-time,62045.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35
Canada,Employed full-time,41597.0,"Associate degree (A.A., A.S., etc.)",10
Colombia,"Independent contractor, freelancer, or self-employed",19428.0,"Associate degree (A.A., A.S., etc.)",23
Israel,Employed full-time,167524.0,Primary/elementary school,26
Canada,Employed full-time,60505.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Brazil,Employed full-time,39036.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21
United States,Employed full-time,80000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,75000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
United States,Employed full-time,250000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
United States,"Independent contractor, freelancer, or self-employed",18000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Sweden,Employed full-time,42960.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United Kingdom,Employed full-time,45241.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,94000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Mexico,Employed full-time,38784.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18
United States,Employed full-time,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14
India,Employed full-time,26527.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United Kingdom,Employed full-time,258519.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
United States,Employed full-time,57800.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,74000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United States,Employed full-time,80000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Russian Federation,Employed full-time,37752.0,Some college/university study without earning a degree,11
United States,Employed full-time,100000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",38
Canada,Employed full-time,94539.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32
United Kingdom,Employed full-time,48472.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,89000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Argentina,Employed full-time,21084.0,Some college/university study without earning a degree,11
United Kingdom,Employed full-time,74324.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,150000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",3
United States,Employed full-time,200000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,Employed full-time,550000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18
Dominican Republic,"Independent contractor, freelancer, or self-employed",60000.0,Some college/university study without earning a degree,7
United States,Employed full-time,120000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",24
United States,Employed full-time,115000.0,Some college/university study without earning a degree,13
United States,Employed full-time,133000.0,Some college/university study without earning a degree,11
Germany,Employed full-time,43452.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United Kingdom,Employed full-time,69800.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
United States,Employed full-time,60000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25
United States,Employed full-time,80000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",4
United Kingdom,"Independent contractor, freelancer, or self-employed",40717.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Slovenia,Employed full-time,32424.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,50000.0,Some college/university study without earning a degree,2
United States,Employed full-time,290000.0,Some college/university study without earning a degree,28
United States,Employed full-time,65000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,Employed full-time,92000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Spain,Employed full-time,22701.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,400000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
Brazil,Employed full-time,8520.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3
Sweden,Employed full-time,49092.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
United States,Employed full-time,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,"Independent contractor, freelancer, or self-employed",156000.0,Primary/elementary school,7
Spain,Employed full-time,41077.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Netherlands,Employed full-time,35028.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
United Kingdom,Employed full-time,899640.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
Sweden,Employed full-time,45408.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1
United States,Employed full-time,720000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",Less than 1 year
United States,Employed full-time,110000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
Brazil,Employed full-time,32988.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
United Kingdom,Employed full-time,64630.0,I never completed any formal education,19
Canada,Employed full-time,72606.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Hungary,Employed full-time,45600.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
United States,Employed full-time,200000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40
United States,Employed part-time,17500.0,"Associate degree (A.A., A.S., etc.)",3
United States,Employed full-time,85000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,"Independent contractor, freelancer, or self-employed",50000.0,Some college/university study without earning a degree,32
United States,Employed full-time,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United Kingdom,Employed full-time,76263.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Brazil,Employed full-time,412324.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50
Canada,Employed full-time,105884.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29
Canada,"Independent contractor, freelancer, or self-employed",34034.0,"Associate degree (A.A., A.S., etc.)",13
United Kingdom,Employed full-time,55582.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23
Brazil,Employed full-time,38484.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11
United States,Employed full-time,136000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,Employed full-time,105000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Serbia,Employed full-time,32424.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
United States,Employed full-time,110000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
United States,Employed full-time,2000000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,1800000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,96000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
India,Employed full-time,39093.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
United States,Employed full-time,200000.0,Some college/university study without earning a degree,7
United States,Employed full-time,124000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,Employed full-time,99000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,Employed full-time,60000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
United Kingdom,Employed full-time,0.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",10
United States,Employed full-time,108000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
United States,Employed full-time,85000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,160000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22
Republic of Korea,Employed full-time,58686.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
Canada,Employed full-time,86976.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
United States,"Independent contractor, freelancer, or self-employed",110000.0,Some college/university study without earning a degree,46
United States,Employed full-time,96250.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Canada,Employed full-time,544548.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Brazil,Employed full-time,18967.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,"Independent contractor, freelancer, or self-employed",96000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",33
United Kingdom,Employed full-time,71093.0,Some college/university study without earning a degree,13
Spain,Employed full-time,233496.0,"Associate degree (A.A., A.S., etc.)",Less than 1 year
Canada,Employed full-time,67500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Honduras,Employed full-time,16896.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Poland,Employed full-time,394872.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
United States,Employed full-time,205000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",12
Germany,Employed full-time,57792.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,118000.0,"Associate degree (A.A., A.S., etc.)",18
Slovakia,"Independent contractor, freelancer, or self-employed",10380.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
United States,Employed full-time,148000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23
Portugal,Employed full-time,14268.0,Some college/university study without earning a degree,9
United States,Employed full-time,76000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",10
United States,Employed full-time,35000.0,Some college/university study without earning a degree,12
United Kingdom,Employed full-time,68507.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11
United States,Employed full-time,80000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21
Bangladesh,Employed full-time,8472.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Denmark,Employed full-time,59052.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
United States,Employed full-time,62000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
Canada,Employed full-time,64287.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16
Canada,Employed full-time,121010.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
United States,Employed full-time,115000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
France,"Independent contractor, freelancer, or self-employed",64860.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
India,Employed full-time,17452.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,2000000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
United States,Employed full-time,175000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
United States,Employed full-time,125000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22
Mexico,"Independent contractor, freelancer, or self-employed",42012.0,Some college/university study without earning a degree,15
Canada,Employed full-time,31000.0,"Associate degree (A.A., A.S., etc.)",2
United States,Employed full-time,110000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35
United States,Employed full-time,116000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United Kingdom,"Independent contractor, freelancer, or self-employed",101800.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21
United Kingdom,Employed full-time,87896.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
United States,Employed full-time,77000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United States,Employed full-time,90000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,14484.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Poland,Employed full-time,28248.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
United States,Employed full-time,140000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
United States,Employed full-time,85000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Germany,Employed part-time,70264.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
India,Employed full-time,12566.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,103000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
Canada,Employed full-time,52942.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,46000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",9
Canada,Employed full-time,73362.0,Some college/university study without earning a degree,15
Germany,Employed full-time,53184.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Canada,Employed full-time,71093.0,Some college/university study without earning a degree,8
United States,"Independent contractor, freelancer, or self-employed",130000.0,"Associate degree (A.A., A.S., etc.)",24
United States,Employed full-time,86000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,128000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
United States,Employed full-time,140000.0,Primary/elementary school,9
United States,"Independent contractor, freelancer, or self-employed",1200.0,Some college/university study without earning a degree,5
Brazil,Employed full-time,27492.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,200000.0,Some college/university study without earning a degree,23
Canada,Employed full-time,109665.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
United States,Employed full-time,84000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Austria,Employed full-time,32424.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35
United States,Employed full-time,100.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,80000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,80000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United States,Employed full-time,112000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
United States,Employed full-time,95000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
United States,Employed full-time,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
United States,Employed full-time,70000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United States,"Independent contractor, freelancer, or self-employed",1260000.0,Primary/elementary school,25
United States,Employed full-time,45000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Togo,"Independent contractor, freelancer, or self-employed",15000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
Brazil,Employed full-time,24744.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
United States,Employed full-time,116000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,110000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Austria,Employed part-time,21012.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Canada,Employed full-time,59464.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,225000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18
United States,Employed full-time,140000.0,Some college/university study without earning a degree,23
United States,Employed full-time,70000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
United States,Employed full-time,70000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14
Germany,Employed full-time,55130.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Canada,Employed full-time,1000000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,110000.0,"Associate degree (A.A., A.S., etc.)",31
United States,Employed full-time,145000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
United States,"Independent contractor, freelancer, or self-employed",200000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,Employed full-time,146000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Netherlands,Employed part-time,41077.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,84000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,"Independent contractor, freelancer, or self-employed",250000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19
Argentina,Employed full-time,16344.0,Some college/university study without earning a degree,4
United States,Employed full-time,65000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,99000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
United States,Employed full-time,82000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Czech Republic,Employed full-time,36372.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,78000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Serbia,Employed full-time,36200.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2
Germany,Employed part-time,9600.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Germany,Employed full-time,70264.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",5
Brazil,Employed full-time,7152.0,"Associate degree (A.A., A.S., etc.)",2
United States,Employed full-time,110000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United Kingdom,Employed full-time,43302.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
United States,Employed full-time,82000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,93000.0,Some college/university study without earning a degree,10
United States,Employed full-time,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Germany,Employed full-time,102153.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24
Canada,Employed full-time,46135.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Argentina,Employed full-time,11676.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2
United States,Employed full-time,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24
United States,Employed full-time,2000000.0,"Associate degree (A.A., A.S., etc.)",4
France,Employed full-time,64859.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",6
United States,"Independent contractor, freelancer, or self-employed",90000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
France,Employed full-time,86478.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
United States,Employed full-time,120000.0,Some college/university study without earning a degree,32
Canada,Employed full-time,74119.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
Germany,Employed full-time,59724.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Canada,Employed full-time,34034.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
New Zealand,Employed full-time,50473.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Netherlands,Employed full-time,42804.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,69000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35
United States,Employed full-time,2000000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Peru,"Independent contractor, freelancer, or self-employed",21288.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Mexico,Employed full-time,22620.0,"Professional degree (JD, MD, etc.)",1
Belgium,Employed full-time,45396.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
United States,Employed full-time,90000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
Canada,Employed full-time,1000000.0,Some college/university study without earning a degree,2
United States,Employed full-time,72500.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Brazil,Employed full-time,5832.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Sweden,Employed full-time,71593.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
United States,Employed full-time,72000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
United States,Employed full-time,164000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Canada,Employed full-time,90990.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,160000.0,Some college/university study without earning a degree,6
United States,Employed full-time,135000.0,"Associate degree (A.A., A.S., etc.)",19
Canada,Employed full-time,113447.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
